Class;Method;DeclaringClass;NbFields
org.apache.joran.Pattern;toString();org.apache.joran.Pattern;1
org.apache.joran.Pattern;get(int);org.apache.joran.Pattern;1
org.apache.joran.Pattern;pop();org.apache.joran.Pattern;1
org.apache.joran.Pattern;pop();java.util.ArrayList;1
org.apache.joran.Pattern;push(java.lang.String);org.apache.joran.Pattern;1
org.apache.joran.Pattern;size();org.apache.joran.Pattern;1
org.apache.joran.Pattern;tailMatch(org.apache.joran.Pattern);org.apache.joran.Pattern;1
org.apache.joran.ExecutionContext;subst(java.lang.String);org.apache.joran.ExecutionContext;2
org.apache.joran.ExecutionContext;getErrorList();org.apache.joran.ExecutionContext;1
org.apache.joran.ExecutionContext;getObject(int);org.apache.joran.ExecutionContext;1
org.apache.joran.ExecutionContext;getJoranParser();org.apache.joran.ExecutionContext;1
org.apache.joran.ExecutionContext;popObject();org.apache.joran.ExecutionContext;1
org.apache.joran.ExecutionContext;getObjectMap();org.apache.joran.ExecutionContext;1
org.apache.joran.ExecutionContext;addError(java.lang.String);org.apache.joran.ExecutionContext;1
org.apache.joran.ExecutionContext;getObjectStack();org.apache.joran.ExecutionContext;1
org.apache.joran.ExecutionContext;peekObject();org.apache.joran.ExecutionContext;1
org.apache.joran.ExecutionContext;pushObject(java.lang.Object);org.apache.joran.ExecutionContext;1
org.apache.joran.SimpleRuleStore;addRule(org.apache.joran.action.Action, org.apache.joran.Pattern);org.apache.joran.SimpleRuleStore;1
org.apache.joran.SimpleRuleStore;matchActions(org.apache.joran.Pattern);org.apache.joran.SimpleRuleStore;1
org.apache.joran.action.AppenderAction;begin(org.apache.joran.ExecutionContext, org.w3c.dom.Element);org.apache.joran.ExecutionContext;1
org.apache.joran.action.AppenderAction;begin(org.apache.joran.ExecutionContext, org.w3c.dom.Element);org.w3c.dom.Element;1
org.apache.joran.action.AppenderAction;begin(org.apache.joran.ExecutionContext, org.w3c.dom.Element);org.apache.joran.action.AppenderAction;3
org.apache.joran.action.AppenderAction;begin(org.apache.joran.ExecutionContext, org.w3c.dom.Element);org.apache.joran.helper.Option;1
org.apache.joran.action.AppenderAction;begin(org.apache.joran.ExecutionContext, org.w3c.dom.Element);org.apache.log4j.Appender;1
org.apache.joran.action.AppenderAction;begin(org.apache.joran.ExecutionContext, org.w3c.dom.Element);org.apache.joran.action.ActionConst;3
